Name,Time,DataSet,Algorithm,Config,ChcCount,PlainCount,CompressionRatio,VCoreSize,VCorePlain,VCoreVar,Variants
CVC4/p-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,84.03864093533333,CVC4,p-->p,V2,0,687613.0,0.0,1,1,0,1
CVC4/p-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10.193464658333333,CVC4,p-->p,V3,0,77192.0,0.0,1,1,0,1
CVC4/p-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9.349165954333333,CVC4,p-->p,V4,0,70791.0,0.0,1,1,0,1
CVC4/v-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,58.02215569566667,CVC4,v-->p,V1,0,479622.0,0.0,1,1,0,1
CVC4/v-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,84.71805470866667,CVC4,v-->p,V2,0,687613.0,0.0,1,1,0,1
CVC4/v-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10.287396685666666,CVC4,v-->p,V3,0,77192.0,0.0,1,1,0,1
CVC4/v-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8.677438106,CVC4,v-->p,V4,0,70791.0,0.0,1,1,0,1
Boolector/v-->v/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,33.806407317,Boolector,v-->v,V1,0,479622.0,0.0,1,1,0,1
Boolector/v-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,50.786026278,Boolector,v-->v,V2,0,687613.0,0.0,1,1,0,1
Boolector/v-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,11.020733737666667,Boolector,v-->v,V3,0,77192.0,0.0,1,1,0,1
Boolector/v-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10.860518636333333,Boolector,v-->v,V4,0,70791.0,0.0,1,1,0,1
Boolector/p-->v/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,37.63258804066667,Boolector,p-->v,V1,0,479622.0,0.0,1,1,0,1
Boolector/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,50.258593682333334,Boolector,p-->v,V2,0,687613.0,0.0,1,1,0,1
Boolector/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6.158556644333333,Boolector,p-->v,V3,0,77192.0,0.0,1,1,0,1
Boolector/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4.6708246739999995,Boolector,p-->v,V4,0,70791.0,0.0,1,1,0,1
Boolector/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,36.30493400133333,Boolector,p-->p,V1,0,479622.0,0.0,1,1,0,1
Boolector/p-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,53.381679411,Boolector,p-->p,V2,0,687613.0,0.0,1,1,0,1
Boolector/p-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6.6973115750000005,Boolector,p-->p,V3,0,77192.0,0.0,1,1,0,1
Boolector/p-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4.605634813333333,Boolector,p-->p,V4,0,70791.0,0.0,1,1,0,1
Boolector/v-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,34.121223863000004,Boolector,v-->p,V1,0,479622.0,0.0,1,1,0,1
Boolector/v-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,48.876843817,Boolector,v-->p,V2,0,687613.0,0.0,1,1,0,1
Boolector/v-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5.751871287,Boolector,v-->p,V3,0,77192.0,0.0,1,1,0,1
Boolector/v-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4.534425738333334,Boolector,v-->p,V4,0,70791.0,0.0,1,1,0,1
Z3/v-->v/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,45.56135241733333,Z3,v-->v,V1,0,479622.0,0.0,1,1,0,1
Z3/v-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,66.22890699333333,Z3,v-->v,V2,0,687613.0,0.0,1,1,0,1
