Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/1,0.7799734565418627,0.7585134191256202,0.7942567298335537,2.1694097313295302e-2,9.58661683337897e-3,3.0314752567543242e-2
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/1,1.7790887417706926,1.7644866476878178,1.8020631121239603,2.4134886368614644e-2,2.324739685489151e-3,3.047620226686112e-2
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/1,3.924204668166491,3.869081751749718,3.9534709379995547,5.210973391161825e-2,2.273082166236007e-3,6.496282586404892e-2
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/1,10.280933982852957,10.166864053248446,10.408295210561164,0.13233757836637894,6.693354932011093e-2,0.18585379155368079
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/1,26.161720548187457,26.080096076374957,26.243345019999957,9.778057426883575e-2,5.913481037487145e-2,0.12022064571681022
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/1,56.88060331147926,55.69565934266575,57.34172563093807,0.8155065561585881,0.10966229883095846,1.0649163810755524
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/1,117.05670109424985,115.8707201194984,117.65637844925034,1.1764822145360825,1.9352950187584428e-2,1.3848955293458334
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/1,247.03422102666536,243.96543334199941,249.147732697249,3.0521881159716555,1.4926348310837056,3.929661698579215
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/1,461.07932541039736,455.3812887075028,465.0046526757924,5.587060513944976,1.8537757414578664,7.6498039718849915
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/2,0.5093613736039515,0.49262745599844493,0.5161299788546785,1.2006329820424759e-2,3.540337957929296e-3,1.5631424254182142e-2
