name__,runNum__,scale__,time__
Shared/BForce,1,10,1.210055e-2
name__,runNum__,scale__,time__
Unique/BForce,1,10,1.4323636e-2
name__,runNum__,scale__,time__
Shared/VSolve,1,10,3.978426e-3
name__,runNum__,scale__,time__
Unique/VSolve,1,10,6.625831e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,1,10,3.583848e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,1,10,4.315382e-3
name__,runNum__,scale__,time__
Shared/BForce,2,10,4.006166e-3
name__,runNum__,scale__,time__
Unique/BForce,2,10,2.070009e-3
name__,runNum__,scale__,time__
Shared/VSolve,2,10,3.684295e-3
name__,runNum__,scale__,time__
Unique/VSolve,2,10,1.635704e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,2,10,3.968868e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,2,10,2.788806e-3
name__,runNum__,scale__,time__
Shared/BForce,3,10,1.468426e-3
name__,runNum__,scale__,time__
Unique/BForce,3,10,2.530652e-3
name__,runNum__,scale__,time__
Shared/VSolve,3,10,1.199012e-3
name__,runNum__,scale__,time__
Unique/VSolve,3,10,1.934484e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,3,10,1.42631e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,3,10,2.504378e-3
name__,runNum__,scale__,time__
Shared/BForce,4,10,2.01736e-3
name__,runNum__,scale__,time__
Unique/BForce,4,10,4.390604e-3
name__,runNum__,scale__,time__
Shared/VSolve,4,10,2.474677e-3
name__,runNum__,scale__,time__
Unique/VSolve,4,10,3.353014e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,4,10,1.895401e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,4,10,2.932501e-3
name__,runNum__,scale__,time__
Shared/BForce,5,10,2.721433e-3
name__,runNum__,scale__,time__
Unique/BForce,5,10,8.160265e-3
name__,runNum__,scale__,time__
Shared/VSolve,5,10,3.061341e-3
name__,runNum__,scale__,time__
Unique/VSolve,5,10,4.536126e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,5,10,2.546583e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,5,10,4.674771e-3
name__,runNum__,scale__,time__
Shared/BForce,6,10,1.496502e-3
name__,runNum__,scale__,time__
Unique/BForce,6,10,8.03269e-3
name__,runNum__,scale__,time__
Shared/VSolve,6,10,1.471716e-3
name__,runNum__,scale__,time__
Unique/VSolve,6,10,5.658291e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,6,10,1.630661e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,6,10,5.237866e-3
name__,runNum__,scale__,time__
Shared/BForce,7,10,5.0748074e-2
name__,runNum__,scale__,time__
Unique/BForce,7,10,1.478868e-3
name__,runNum__,scale__,time__
Shared/VSolve,7,10,9.14877e-3
name__,runNum__,scale__,time__
Unique/VSolve,7,10,1.43784e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,7,10,6.879052e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,7,10,1.556465e-3
name__,runNum__,scale__,time__
Shared/BForce,8,10,7.385507e-3
name__,runNum__,scale__,time__
Unique/BForce,8,10,8.493758e-3
name__,runNum__,scale__,time__
Shared/VSolve,8,10,4.752136e-3
name__,runNum__,scale__,time__
Unique/VSolve,8,10,5.311429e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,8,10,4.941434e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,8,10,4.620272e-3
name__,runNum__,scale__,time__
