name,iters,time,cycles,cpuTime,utime,stime,maxrss,minflt,majflt,nvcsw,nivcsw,allocated,numGcs,bytesCopied,mutatorWallSeconds,mutatorCpuSeconds,gcWallSeconds,gcCpuSeconds,DataSet,Algorithm,Config,ChcCount,PlainCount,CompressionRatio,VCoreSize,VCorePlain,VCoreVar,Variants
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,297.662209894,712660176648,140.110304867,94.656786,45.453564,4606660,2875394,0,4586083,66,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,387.698609127,928223884598,188.908481101,126.93009,61.978447,4606660,3945409,0,6113799,112,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,479.515210315,1148050517194,241.613336894,160.355441,81.258009,4606660,9138334,0,7644050,198,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,573.089928577,1372086308690,288.211024478,194.83533,93.375749,4606660,4256433,0,9173324,252,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,652.772925639,1562862468438,324.362935625,221.139679,103.223317,4606660,3855774,0,10702155,243,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,748.218855515,1791378707838,369.972619142,253.579766,116.392919,4606660,3739772,0,12227008,203,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,854.29032431,2045332953836,429.864526891,290.816527,139.048045,4606660,7019659,0,13755389,303,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,937.338576419,2244166396022,471.701986016,320.689432,151.012614,4606660,8087846,0,15293185,322,,,,,,,,Z3,p-->v,V2,0,687613,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,10.951222678,26219332124,5.928690687,4.088273,1.840532,4606660,39806,0,225482,12,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,22.320438578,53439401502,13.043229368,9.071366,3.971923,4606660,73345,0,454625,16,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,33.692019769,80665126440,19.587195588,13.709741,5.877498,4606660,37234,0,679635,10,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,46.929199708,112357452014,27.448293633,19.113722,8.334621,4606660,259522,0,907255,14,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,56.720744066,135800259004,32.902826322,22.890282,10.012587,4606660,204590,0,1132472,39,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,67.192291934,160871132584,39.182685715,27.624499,11.558244,4606660,285292,0,1360905,49,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,77.651416426,185912260324,45.118836701,31.951246,13.167631,4606660,220245,0,1585933,48,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,89.41060538,214066031552,52.461532436,37.126515,15.335068,4606660,370121,0,1812810,71,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,102.47889117,245353971604,60.111473734,42.45189,17.659625,4606660,178660,0,2041324,99,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,116.279586541,278395486510,66.976827183,47.079296,19.897677,4606660,415872,0,2263002,280,,,,,,,,Z3,p-->v,V3,0,77192,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,10.954322804,26226748576,5.535775037,3.72674,1.809097,4606660,1606,0,204028,8,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,22.187690709,53121594222,11.127799384,7.691674,3.436168,4606660,61909,0,408379,13,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,32.677958004,78237290586,16.937815004,11.709647,5.228228,4606660,247150,0,612170,18,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,44.884896907,107463014444,23.25274806,16.049464,7.203342,4606660,277714,0,816408,25,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,55.644922886,133224562938,28.989923247,20.150099,8.839869,4606660,145254,0,1020466,30,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,66.295043808,158723168852,34.132278765,23.917948,10.214396,4606660,182903,0,1224977,39,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,78.39522947,187693196910,40.478977142,28.33182,12.1472,4606660,436542,0,1428313,30,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,87.268193107,208936650942,45.790471701,32.092615,13.697903,4606660,138622,0,1632247,46,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,103.087662562,246811595820,53.446948244,36.835815,16.611182,4606660,712796,0,1837036,70,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,113.828520397,272527208572,62.742225117,41.715327,21.026947,4606660,3117993,0,2039989,88,,,,,,,,Z3,p-->v,V4,0,70791,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,68.912435838,164989533262,29.199349007,19.495989,9.703405,4606660,680421,0,1100349,44,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,133.558359507,319764194622,57.65591606,38.647743,19.008226,4606660,937865,0,2200741,62,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,204.699432035,490089371802,87.242169255,58.920917,28.321307,4606660,1186500,0,3301753,102,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,276.034812903,660879479014,117.30558323,78.628249,38.677422,4606660,1236509,0,4403110,132,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,339.430051264,812660159708,147.564545549,99.204129,48.360465,4606660,1817345,0,5504712,179,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,430.683441485,1031138011228,194.805521564,125.673727,69.131866,4606660,4357508,0,6601516,290,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,478.143129598,1144765757406,207.896496,138.340296,69.556269,4606660,3700767,0,7698345,235,,,,,,,,Z3,p-->p,V1,0,479622,0,1,1,0,1
