name__,runNum__,scale__,time__
Shared/VSolve,1,10,9.882858e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,1,10,5.755224e-3
name__,runNum__,scale__,time__
Shared/VSolve,2,10,2.867456e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,2,10,2.896242e-3
name__,runNum__,scale__,time__
Shared/VSolve,3,10,1.693796e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,3,10,1.895222e-3
name__,runNum__,scale__,time__
Shared/VSolve,4,10,4.607438e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,4,10,4.457976e-3
name__,runNum__,scale__,time__
Shared/VSolve,5,10,4.4627e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,5,10,4.582169e-3
name__,runNum__,scale__,time__
Shared/VSolve,6,10,1.532152e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,6,10,1.574968e-3
name__,runNum__,scale__,time__
Shared/VSolve,7,10,2.653601e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,7,10,3.696856e-3
name__,runNum__,scale__,time__
Shared/VSolve,8,10,2.234178e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,8,10,2.412682e-3
name__,runNum__,scale__,time__
Shared/VSolve,9,10,8.873763e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,9,10,6.235571e-3
name__,runNum__,scale__,time__
Shared/VSolve,10,10,3.164373e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,10,10,3.236943e-3
name__,runNum__,scale__,time__
Shared/VSolve,11,10,4.214417e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,11,10,3.801381e-3
name__,runNum__,scale__,time__
Shared/VSolve,12,10,6.752717e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,12,10,4.745234e-3
name__,runNum__,scale__,time__
Shared/VSolve,13,10,6.834531e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,13,10,4.953406e-3
name__,runNum__,scale__,time__
Shared/VSolve,14,10,2.447939e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,14,10,1.769303e-3
name__,runNum__,scale__,time__
Shared/VSolve,15,10,1.925825e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,15,10,1.887059e-3
name__,runNum__,scale__,time__
Shared/VSolve,16,10,5.603702e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,16,10,3.831613e-3
name__,runNum__,scale__,time__
Shared/VSolve,17,10,7.533437e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,17,10,5.889958e-3
name__,runNum__,scale__,time__
Shared/VSolve,18,10,2.884742e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,18,10,3.202364e-3
name__,runNum__,scale__,time__
Shared/VSolve,19,10,6.01216e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,19,10,4.961634e-3
name__,runNum__,scale__,time__
Shared/VSolve,20,10,7.347405e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,20,10,5.107937e-3
name__,runNum__,scale__,time__
Shared/VSolve,21,10,4.222109e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,21,10,4.219013e-3
name__,runNum__,scale__,time__
Shared/VSolve,22,10,3.329799e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,22,10,4.214304e-3
name__,runNum__,scale__,time__
Shared/VSolve,23,10,4.665077e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,23,10,3.834601e-3
name__,runNum__,scale__,time__
Shared/VSolve,24,10,5.04901e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,24,10,5.777096e-3
name__,runNum__,scale__,time__
Shared/VSolve,25,10,1.583044e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,25,10,1.761168e-3
name__,runNum__,scale__,time__
Shared/VSolve,26,10,3.597996e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,26,10,2.954334e-3
name__,runNum__,scale__,time__
Shared/VSolve,27,10,1.0270931e-2
name__,runNum__,scale__,time__
Shared/ChcDecomp,27,10,6.203572e-3
name__,runNum__,scale__,time__
Shared/VSolve,28,10,5.830775e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,28,10,4.550158e-3
name__,runNum__,scale__,time__
Shared/VSolve,29,10,4.906426e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,29,10,5.139877e-3
name__,runNum__,scale__,time__
Shared/VSolve,30,10,2.610094e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,30,10,3.071581e-3
name__,runNum__,scale__,time__
Shared/VSolve,31,10,4.116889e-3
