name,iters,time,cycles,cpuTime,utime,stime,maxrss,minflt,majflt,nvcsw,nivcsw,allocated,numGcs,bytesCopied,mutatorWallSeconds,mutatorCpuSeconds,gcWallSeconds,gcCpuSeconds,DataSet,Algorithm,Config,ChcCount,PlainCount,CompressionRatio,VCoreSize,VCorePlain,VCoreVar,Variants
Z3/v-->v/V3/Chc/0/numPlain/5070/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,6.074052218,14542482820,5.75833497,3.216072,2.542302,2655764,357482,0,229053,13,,,,,,,,Z3,v-->v,V3,0,5070,0,1,1,0,1
Z3/v-->v/V3/Chc/0/numPlain/5070/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,7.195347383,17227068278,6.463177647,3.596691,2.866521,2656124,58214,0,254242,7,,,,,,,,Z3,v-->v,V3,0,5070,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,0.566999135,1357531574,0.554250368,0.32051,0.233774,2656140,615,0,26372,0,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,1.278676894,3061430204,1.258391109,0.712046,0.546382,2656148,52664,0,52934,0,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,1.756599008,4205664936,1.663573438,0.908671,0.754941,2656156,53732,0,77837,1,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,2.490278468,5962234302,2.373252847,1.294451,1.078836,2656156,54042,0,103110,4,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,3.544182138,8485483926,3.201282081,1.8172,1.384134,2656204,55439,0,129069,6,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,5.041492359,12070328420,4.735352534,2.610739,2.124653,2656204,172317,0,156541,6,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,6.09114262,14583429362,5.737452574,3.103258,2.634247,2656212,251563,0,180761,11,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,5.031387769,12046134434,4.709913362,2.717909,1.992036,2656212,58064,0,207588,1,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,5.70705806,13663820948,5.401754947,3.18116,2.220629,2656228,58062,0,233774,17,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V4/Chc/0/numPlain/5398/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,6.419437413,15369393644,6.016583559,3.438565,2.578052,2656236,69384,0,259750,9,,,,,,,,Z3,v-->v,V4,0,5398,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,0.931427811,2230035498,0.878559224,0.529286,0.34931,2656244,955,0,35346,0,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,1.770009411,4237768734,1.678673566,0.987172,0.691533,2656244,68637,0,70018,8,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,2.962197589,7092100638,2.775295456,1.598756,1.176579,2656244,74312,0,105450,5,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,4.279565044,10246136892,4.081696362,2.34479,1.736963,2656244,74530,0,141934,10,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,4.706729934,11268835414,4.362253239,2.587052,1.775237,2656244,75798,0,175039,12,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,5.335335619,12773844108,4.952142227,2.896399,2.055775,2656244,111192,0,209096,3,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,7.895465588,18903254042,7.434380483,4.162227,3.272207,2656244,373545,0,246413,13,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,7.822450571,18728470784,7.270920582,4.194933,3.07602,2656244,258485,0,280086,2,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,8.614010005,20623629726,7.794485433,4.589567,3.204973,2665932,68772,0,316970,7,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V5/Chc/0/numPlain/9525/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,10.180185991,24373343984,9.45819613,5.569246,3.888985,2673412,110319,0,353249,3,,,,,,,,Z3,v-->v,V5,0,9525,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,1.101767975,2637877570,0.859860329,0.502048,0.357847,2673628,505,0,33729,2,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,2.258443729,5407183320,1.927406147,1.062097,0.86536,2673628,42193,0,67528,0,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,3.370065619,8068618396,3.058456018,1.774047,1.284446,2673628,72266,0,101646,1,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,3.960170767,9481441616,3.599614601,2.026245,1.573405,2673636,72268,0,135742,1,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,4.690564379,11230137424,4.199045029,2.364917,1.83416,2673636,77184,0,169744,3,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,6.501798195,15566591212,5.964399784,2.929229,3.03521,2673636,253857,0,200450,5,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,7.229298435,17308356872,6.509721968,3.550375,2.959386,2673644,213696,0,236176,1,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,7.979430935,19104373282,7.347274617,3.990731,3.356605,2674360,206539,0,270542,12,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,9.943986528,23807877086,9.259801145,5.250319,4.009538,2683980,190675,0,306073,8,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V6/Chc/0/numPlain/9418/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,10.553014762,25265976450,9.604133983,5.332581,4.271592,2685084,91807,0,337583,8,,,,,,,,Z3,v-->v,V6,0,9418,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,0.753163205,1803239980,0.727764343,0.441466,0.28633,2685092,12,0,27954,1,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,1.360633356,3257648838,1.306670463,0.765583,0.541123,2685092,29505,0,55183,6,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,2.102066277,5032780348,1.941935453,1.131061,0.810908,2685092,56442,0,82736,4,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,3.044602447,7289397482,2.904325722,1.614871,1.289493,2685116,57702,0,111345,4,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,4.471151952,10704824304,4.076177657,2.274292,1.801924,2685116,58435,0,139016,2,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,5.075952017,12152829646,4.6456186,2.602806,2.042851,2685116,58094,0,166936,7,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,6.423997822,15380316794,5.815784114,3.179358,2.636461,2685116,124481,0,194612,8,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,7.026436542,16822670294,6.473192866,3.435544,3.037683,2685116,392939,0,220605,9,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,5.88524839,14090444678,5.637623048,3.307631,2.330028,2685116,62161,0,249464,8,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V7/Chc/0/numPlain/5872/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,6.522997577,15617333868,6.199942148,3.789873,2.410103,2685116,61078,0,277872,3,,,,,,,,Z3,v-->v,V7,0,5872,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,0.889950973,2130746972,0.835470208,0.453098,0.382411,2685124,3014,0,28111,0,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,1.789085678,4283448530,1.639642004,0.904847,0.734832,2685124,54940,0,56327,3,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,2.109626213,5050882392,2.013341653,1.145931,0.867444,2685124,59368,0,83943,0,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,2.80634851,6718963442,2.673960577,1.560547,1.113467,2685132,61294,0,112661,1,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,4.476116367,10716725160,4.210386596,2.423901,1.786527,2685132,59506,0,141075,5,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,4.156908507,9952452108,4.002037575,2.267589,1.734488,2685132,67455,0,168913,2,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,6.320807732,15133253514,6.172471698,3.000532,3.171975,2685132,427587,0,196696,5,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,7.862989031,18825528172,7.372929196,3.853111,3.519853,2685132,490976,0,223778,5,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,9,7.500017996,17956506064,7.141185185,3.804528,3.33669,2685132,560816,0,252730,11,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V8/Chc/0/numPlain/5983/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,10,8.240789004,19730052698,8.059812871,4.342848,3.716999,2685132,616114,0,280479,4,,,,,,,,Z3,v-->v,V8,0,5983,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,1,0.966838109,2314835726,0.896652287,0.434976,0.461732,2685132,41157,0,25967,0,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,2,1.785914518,4275853612,1.6706279,0.930341,0.740325,2685132,66133,0,53411,1,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,3,2.279520613,5457640780,2.010437252,1.104793,0.905682,2685132,59737,0,78979,1,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,4,2.988464298,7154986132,2.832131827,1.553871,1.278295,2685132,59166,0,105297,1,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,5,3.526632459,8443466872,3.418151084,1.905489,1.512699,2685132,145792,0,132382,4,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,6,4.050711636,9698203642,3.9768164,2.356275,1.620572,2685132,190754,0,159956,2,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,7,4.92413831,11789393704,4.733467665,2.553405,2.18011,2685132,368644,0,186215,2,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
Z3/v-->v/V9/Chc/0/numPlain/5589/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,8,5.687921508,13617998028,5.411055296,3.144389,2.2667,2685132,77938,0,212751,1,,,,,,,,Z3,v-->v,V9,0,5589,0,1,1,0,1
