name__,runNum__,scale__,time__
Shared/VSolve,1,10,5.747593e-3
name__,runNum__,scale__,time__
Unique/VSolve,1,10,6.386544e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,1,10,4.381926e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,1,10,3.907513e-3
name__,runNum__,scale__,time__
Shared/VSolve,2,10,3.35801e-3
name__,runNum__,scale__,time__
Unique/VSolve,2,10,1.979999e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,2,10,3.832636e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,2,10,2.386764e-3
name__,runNum__,scale__,time__
Shared/VSolve,3,10,3.19417e-3
name__,runNum__,scale__,time__
Unique/VSolve,3,10,1.697573e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,3,10,2.971802e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,3,10,1.767902e-3
name__,runNum__,scale__,time__
Shared/VSolve,4,10,3.177927e-3
name__,runNum__,scale__,time__
Unique/VSolve,4,10,4.380105e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,4,10,4.974308e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,4,10,4.829546e-3
name__,runNum__,scale__,time__
Shared/VSolve,5,10,1.577612e-3
name__,runNum__,scale__,time__
Unique/VSolve,5,10,1.706772e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,5,10,1.798265e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,5,10,1.733607e-3
name__,runNum__,scale__,time__
Shared/VSolve,6,10,2.72387e-3
name__,runNum__,scale__,time__
Unique/VSolve,6,10,9.171026e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,6,10,3.57082e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,6,10,6.349397e-3
name__,runNum__,scale__,time__
Shared/VSolve,7,10,3.795669e-3
name__,runNum__,scale__,time__
Unique/VSolve,7,10,6.543962e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,7,10,3.45117e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,7,10,4.452793e-3
name__,runNum__,scale__,time__
Shared/VSolve,8,10,1.749353e-3
name__,runNum__,scale__,time__
Unique/VSolve,8,10,5.631537e-3
name__,runNum__,scale__,time__
Shared/ChcDecomp,8,10,1.516408e-3
name__,runNum__,scale__,time__
Unique/ChcDecomp,8,10,5.083256e-3
