"Unique Dimensions, scaled: 4/And Decomposition",4.526661405147488e-3,4.526661405147488e-3,4.526661405147488e-3,6.635372717696398e-5,6.635372717696398e-5,6.635372717696398e-5
"Unique Dimensions, scaled: 4/Variational Solve",4.143387575109625e-3,4.143387575109625e-3,4.143387575109625e-3,1.2296899450481345e-4,1.2296899450481345e-4,1.2296899450481345e-4
"Shared Dimensions, scaled: 4/And Decomposition",1.3572275916970087e-2,1.3572275916970087e-2,1.3572275916970087e-2,7.546484891684227e-4,7.546484891684227e-4,7.546484891684227e-4
"Shared Dimensions, scaled: 4/Variational Solve",3.163576587332061e-2,3.163576587332061e-2,3.163576587332061e-2,1.8318902564493818e-3,1.8318902564493818e-3,1.8318902564493818e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 1/And Decomposition",1.1960187638258802e-2,1.1744318299747612e-2,1.216097809149293e-2,8.948240226674052e-4,8.418150364170751e-4,1.113354763716273e-3
"Unique Dimensions, scaled: 1/Variational Solve",1.4013018229333016e-2,1.395869232657426e-2,1.4071167585076679e-2,1.957356481012491e-4,1.6324989768435008e-4,2.256617738975563e-4
"Shared Dimensions, scaled: 1/And Decomposition",1.0640453932909306e-2,1.0622805858971442e-2,1.0662896871734483e-2,1.6488054471947976e-4,1.332250569661526e-4,1.8622882977288995e-4
"Shared Dimensions, scaled: 1/Variational Solve",1.8847128105532115e-2,1.8682606925249805e-2,1.8876050210141118e-2,3.585338241755103e-4,3.382875275459834e-4,4.125579675531087e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 2/And Decomposition",1.9228602048146266e-2,1.9091507228019767e-2,1.9404320412346108e-2,6.639815416019106e-4,1.634922086806086e-4,8.835920843905579e-4
"Unique Dimensions, scaled: 2/Variational Solve",5.120585437246345e-2,5.109687179465927e-2,5.136806362328608e-2,4.8176860571513624e-4,4.327329793308781e-4,5.703991062715447e-4
"Shared Dimensions, scaled: 2/And Decomposition",1.8289242188093052e-2,1.822376208336059e-2,1.8333086318075904e-2,2.2198641422410586e-4,1.9003584405752363e-4,2.886278286767096e-4
"Shared Dimensions, scaled: 2/Variational Solve",8.50135844102577e-2,8.471285565380894e-2,8.582290415541419e-2,1.0925067757958343e-3,9.544224628137566e-4,1.280311538411397e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 3/And Decomposition",2.0917082964106347e-2,2.0818719223200256e-2,2.0966419529020584e-2,2.6816783010720187e-4,1.9382216422688062e-4,3.335515187807718e-4
"Unique Dimensions, scaled: 3/Variational Solve",6.310343664513142e-2,6.254278035209954e-2,6.352913516018177e-2,1.0058871703958997e-3,7.811818802534634e-4,1.3089692136506838e-3
"Shared Dimensions, scaled: 3/And Decomposition",1.634660794789972e-2,1.628307178999343e-2,1.6403462427812005e-2,2.749303303731886e-4,1.9825622110398729e-4,3.449292605794661e-4
"Shared Dimensions, scaled: 3/Variational Solve",6.809371146148954e-2,6.773199893804206e-2,6.862880769461076e-2,8.35815137931825e-4,5.662835451662465e-4,9.214890072618964e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 4/And Decomposition",1.3254205707912208e-2,1.3191996599035187e-2,1.329497647808845e-2,1.473099610270964e-4,1.02367940691677e-4,1.8524887970799829e-4
"Unique Dimensions, scaled: 4/Variational Solve",2.5915513094401744e-2,2.5831638010893457e-2,2.603997364528811e-2,5.616809992523289e-4,4.824721614931839e-4,6.656735430076911e-4
"Shared Dimensions, scaled: 4/And Decomposition",1.4460113975938436e-2,1.440378161264533e-2,1.4515564165034222e-2,1.847340484737042e-4,1.6025290387286614e-4,2.2195306766101044e-4
"Shared Dimensions, scaled: 4/Variational Solve",3.750634083149394e-2,3.738414049061519e-2,3.763307163233196e-2,4.1164693066539604e-4,2.973185520119816e-4,4.6260688258329633e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 1/And Decomposition",9.816178589886955e-3,9.773411616992205e-3,9.917467337768127e-3,2.6351750576125726e-4,1.4958392349300977e-4,3.4319467266313234e-4
"Unique Dimensions, scaled: 1/Variational Solve",1.3957414610049462e-2,1.3906124108178198e-2,1.4028949372493797e-2,2.1819834428426376e-4,1.6895839036141453e-4,2.610725835242366e-4
"Shared Dimensions, scaled: 1/And Decomposition",9.232743021671529e-3,9.191033708987955e-3,9.277501160064374e-3,1.8442097364107648e-4,1.6085074967414325e-4,2.602665256554989e-4
"Shared Dimensions, scaled: 1/Variational Solve",1.5469874706354166e-2,1.5442602610860827e-2,1.549574385724739e-2,2.110597861042859e-4,1.6130082721550117e-4,2.5261029148868026e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 2/And Decomposition",2.1347895312901183e-2,2.1248728730965324e-2,2.1457321099039004e-2,3.389770698749447e-4,2.6227494753832905e-4,4.1801393682919973e-4
"Unique Dimensions, scaled: 2/Variational Solve",6.322207952874401e-2,6.269499319237422e-2,6.341141233685726e-2,9.846941417465853e-4,6.426452395490304e-4,1.343624184446232e-3
"Shared Dimensions, scaled: 2/And Decomposition",1.9617758758536816e-2,1.9526299351797918e-2,1.9674915396044122e-2,2.628314417765785e-4,1.6522997944574586e-4,3.153621577870746e-4
"Shared Dimensions, scaled: 2/Variational Solve",8.975940899781787e-2,8.957986195508953e-2,8.996083148752795e-2,5.905651926119776e-4,4.776582389575214e-4,6.6003643585175e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 3/And Decomposition",2.1754168814035007e-2,2.1707635279310734e-2,2.187065925184798e-2,2.8511530066650825e-4,2.124348776490956e-4,3.481558285312412e-4
"Unique Dimensions, scaled: 3/Variational Solve",5.824166937449458e-2,5.802039570808606e-2,5.860230480816897e-2,8.082868592491172e-4,5.805083520539965e-4,8.910214416638284e-4
"Shared Dimensions, scaled: 3/And Decomposition",1.423012819912544e-2,1.4191577756714481e-2,1.426940818077661e-2,2.3698284879583348e-4,1.7219326489922222e-4,3.1278188088107944e-4
"Shared Dimensions, scaled: 3/Variational Solve",3.6477589896990285e-2,3.62451579857143e-2,3.6660763993961835e-2,4.071916954482734e-4,2.577368125322526e-4,5.261248091155932e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 4/And Decomposition",1.8291493437518912e-2,1.8212945795545783e-2,1.8345555296785745e-2,2.784111368278326e-4,2.3028202769968407e-4,3.063411412220381e-4
"Unique Dimensions, scaled: 4/Variational Solve",4.6693223973161745e-2,4.64995270012283e-2,4.6892639857964664e-2,6.526626830627775e-4,4.6829428565907085e-4,8.083450350117681e-4
"Shared Dimensions, scaled: 4/And Decomposition",1.5283760757087527e-2,1.5067171557693907e-2,1.551886593111575e-2,6.54816959885429e-4,3.730057483270789e-4,9.381552981658468e-4
"Shared Dimensions, scaled: 4/Variational Solve",4.1110207038934386e-2,4.0889267681749476e-2,4.141988441514486e-2,5.864379858831388e-4,4.932976519583111e-4,7.701558578435172e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 1/And Decomposition",1.2195902711279594e-2,1.2129607275384133e-2,1.2332719590032204e-2,2.337404548576633e-4,1.0435419391001749e-4,3.0147219198894216e-4
"Unique Dimensions, scaled: 1/Variational Solve",1.9684900482620185e-2,1.964306028385179e-2,1.9758125542861084e-2,2.4305052673794037e-4,1.8837088574958472e-4,3.2485112681705856e-4
"Shared Dimensions, scaled: 1/And Decomposition",1.3083683919475009e-2,1.2974874501131793e-2,1.3235239171869988e-2,3.110580909642964e-4,1.414660017712729e-4,4.3409115365021945e-4
"Shared Dimensions, scaled: 1/Variational Solve",2.6279028346152842e-2,2.6223962474563395e-2,2.6400560133117302e-2,2.958882094896213e-4,2.4376842471130774e-4,3.647353729901057e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 2/And Decomposition",1.3287679554171782e-2,1.325965161686019e-2,1.3304503783780125e-2,1.0885658876669534e-4,8.853680785507417e-5,1.1762245098528935e-4
"Unique Dimensions, scaled: 2/Variational Solve",2.6940143328591327e-2,2.6884798117267888e-2,2.7025101345429285e-2,4.4839932600345805e-4,3.0496558359412667e-4,5.20837838912899e-4
"Shared Dimensions, scaled: 2/And Decomposition",2.2853683776920847e-2,2.2681860844994704e-2,2.2921322898598787e-2,1.713051813775584e-4,1.2503070581703604e-4,2.663246214466164e-4
"Shared Dimensions, scaled: 2/Variational Solve",0.125293339751284,0.12475674904544005,0.1256683478440344,8.286703724039245e-4,8.286703724039245e-4,8.286703724039245e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 3/And Decomposition",4.559099775947203e-3,4.554897769951975e-3,4.573082554072314e-3,7.028600527929086e-5,5.8686957520233214e-5,8.553468393418885e-5
"Unique Dimensions, scaled: 3/Variational Solve",4.129208447526617e-3,4.099709361373604e-3,4.143940782855734e-3,9.067483101388616e-5,5.679961577636174e-5,1.1290378450367774e-4
"Shared Dimensions, scaled: 3/And Decomposition",1.3194524430776441e-2,1.3101636621135893e-2,1.3344002699393185e-2,2.951479757206991e-4,2.637183003305547e-4,4.113692234667007e-4
"Shared Dimensions, scaled: 3/Variational Solve",2.5584234456895394e-2,2.5381374556588142e-2,2.6022213534745806e-2,1.1963797756507038e-3,8.658196568140239e-4,1.4390359372486504e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Unique Dimensions, scaled: 4/And Decomposition",2.0268174759166445e-2,1.968537646953775e-2,2.0807095168153305e-2,1.4539663888419982e-3,1.3500492363019826e-3,1.6134333220524358e-3
"Unique Dimensions, scaled: 4/Variational Solve",4.253284812901478e-2,4.238577502744085e-2,4.282483631401445e-2,6.32451116414085e-4,5.314330278850169e-4,7.731562143422649e-4
"Shared Dimensions, scaled: 4/And Decomposition",2.1923839647160485e-2,2.1749303316386706e-2,2.214541137213306e-2,7.457106649244694e-4,3.411949348132263e-4,1.1573035225612308e-3
"Shared Dimensions, scaled: 4/Variational Solve",0.11022817724248166,0.10983412093872832,0.11061591949699391,7.040662201644441e-4,4.474968883711276e-4,9.530137493177198e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,0.4860207314142702,0.4855689872354782,0.4860207314142702,1.181056279554696e-3,0.0,1.181056279554696e-3
Unique/1/And Decomposition,1.2018792311356745e-2,1.1921426702703998e-2,1.218916748454118e-2,2.935559977950021e-4,2.1899903823910873e-4,3.2486335360757394e-4
Unique/1/Variational Solve,2.085730340085086e-2,2.085730340085086e-2,2.085730340085086e-2,7.911205700645932e-4,6.250935396511466e-4,9.897681658323774e-4
Shared/1/Brute Force,0.19437587783125276,0.19252700421632524,0.19658025780727742,3.7575928691956674e-3,3.43716592889346e-3,4.01954511456955e-3
Shared/1/And Decomposition,1.5395765972370617e-2,1.5231664448773385e-2,1.5544751865085327e-2,4.048559201505474e-4,3.2407037974777856e-4,4.890102625187603e-4
Shared/1/Variational Solve,3.4920227077266136e-2,3.4920227077266136e-2,3.4920227077266136e-2,1.2010797922735496e-3,1.2010797922735496e-3,1.2010797922735496e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,2.6398411258067394e-2,2.564573888160645e-2,2.702833065846384e-2,1.7274891629660229e-3,1.6030929196752654e-3,1.8971562909882585e-3
Unique/1/And Decomposition,8.771318199836531e-3,8.666918958837965e-3,8.813691429337913e-3,2.6389150119287527e-4,2.371267062061881e-4,2.6714584496393697e-4
Unique/1/Variational Solve,9.62064934155907e-3,9.55706488097444e-3,9.658068910636617e-3,2.126352654711183e-4,1.4307643272988877e-4,2.441336927182421e-4
Shared/1/Brute Force,7.571162188633974e-2,7.571162188633974e-2,7.571162188633974e-2,6.805852491592854e-4,5.586335222978361e-4,7.872599682563974e-4
Shared/1/And Decomposition,1.1961504796138304e-2,1.1904876658374038e-2,1.201152620361661e-2,1.742646965379005e-4,1.6349347345029371e-4,2.0430514739408538e-4
Shared/1/Variational Solve,1.9607780003059364e-2,1.957547907941111e-2,1.963531129843966e-2,2.2869880685333908e-4,2.1009478043514858e-4,2.461967774181036e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,9.077264665111693,8.909164124085896,9.177349793120671,0.2536757413005459,0.11780615104290937,0.29115867783649657
Unique/1/And Decomposition,2.8428005293433367e-2,2.822021262765439e-2,2.881929562572503e-2,7.237989860197337e-4,3.758924431713886e-4,1.01822242271839e-3
Unique/1/Variational Solve,6.467621115641903e-2,6.415623803147327e-2,6.496018633907048e-2,7.333401822910587e-4,2.0628885282295993e-4,1.1849682408018188e-3
Shared/1/Brute Force,9.095898115428344e-2,9.082256715899945e-2,9.136590962403907e-2,7.10894904605788e-4,6.542447825063714e-4,7.561764232775666e-4
Shared/1/And Decomposition,1.6578273043374076e-2,1.6433060804806315e-2,1.6591347457395437e-2,2.6004658329367746e-4,2.3726326638585056e-4,4.1610387183136743e-4
Shared/1/Variational Solve,3.2685457573943415e-2,3.251060421147686e-2,3.282141719982227e-2,2.914465541456751e-4,2.5437100917218426e-4,3.0944559984503697e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,6.349022175873184e-3,6.313438452900439e-3,6.379110217850724e-3,1.5150655112309238e-4,1.2684461981327623e-4,1.586112927168806e-4
Unique/2/And Decomposition,6.2505755408305995e-3,6.22700362694609e-3,6.2632903824644676e-3,1.2005192550959853e-4,9.544404769590071e-5,1.3487789857755792e-4
Unique/2/Variational Solve,5.672026891047911e-3,5.639987370841155e-3,5.715589285811288e-3,1.1467760559605236e-4,1.0179272823564318e-4,1.1854496802648858e-4
Shared/2/Brute Force,5.759881255264092e-2,5.733698391268727e-2,5.773629722383639e-2,7.065101715502437e-4,6.208670374544338e-4,7.723391863771655e-4
Shared/2/And Decomposition,1.6986911196620918e-2,1.6818619150766115e-2,1.7097843312838906e-2,4.953296050999581e-4,4.647259127347513e-4,5.618473517723019e-4
Shared/2/Variational Solve,2.2939789761610138e-2,2.2881764744172764e-2,2.2982945432603777e-2,2.5735654884483826e-4,1.626283563097435e-4,2.912165321445762e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,6.273547191395794e-3,6.252748567974009e-3,6.296925860375775e-3,1.5015868977646873e-4,1.2669488231003745e-4,1.929911673168755e-4
Unique/2/And Decomposition,6.19725945351894e-3,6.158959243344201e-3,6.2121251545989445e-3,1.5145541047370897e-4,1.3094088789735668e-4,1.7182123513957817e-4
Unique/2/Variational Solve,5.682219813646625e-3,5.645362107759298e-3,5.718868649514715e-3,1.3600552144323556e-4,9.87891891532505e-5,1.5005063376924256e-4
Shared/2/Brute Force,0.17195807666144067,0.17177028899539448,0.17213692875789863,6.776663766102858e-4,4.6580697005787754e-4,7.087983615115658e-4
Shared/2/And Decomposition,2.192014234188003e-2,2.1856017469872157e-2,2.2033820837841864e-2,2.8102099534544955e-4,2.1511146081417285e-4,3.139487358060212e-4
Shared/2/Variational Solve,4.4533615695980924e-2,4.435824549124318e-2,4.491063165018837e-2,5.336082955800303e-4,3.2106192913086283e-4,5.85672768640662e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,1.4291045954129764,1.4218870184457348,1.4336567073033624,1.5339783639251715e-2,2.723515857283587e-16,1.7117930953714788e-2
Unique/2/And Decomposition,2.0100875940307926e-2,1.9991454855109003e-2,2.0117967605344952e-2,2.568437506286542e-4,2.2932946196010275e-4,2.6904720338792094e-4
Unique/2/Variational Solve,4.0731916090224946e-2,4.0441926769453476e-2,4.101034342630894e-2,5.720485787749648e-4,2.9365002416772073e-4,6.567837587971939e-4
Shared/2/Brute Force,0.6597240210792684,0.6576234879565669,0.6618882857788878,3.694660228657228e-3,1.1038632926834227e-4,3.694660228657228e-3
Shared/2/And Decomposition,3.6841752180561634e-2,3.668963303801848e-2,3.698965116126712e-2,4.6887712477720135e-4,3.8737862132499646e-4,5.48050082177396e-4
Shared/2/Variational Solve,0.14370703962404438,0.1435394186623932,0.14399132164507597,7.787514640193539e-4,6.869910656922624e-4,8.206818340867046e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/3/Brute Force,561.2112582079648,560.9299540672956,562.208082000967,2.4933626176922714,0.0,2.7010155837101113
Unique/3/And Decomposition,0.21301268886805338,0.21149749912887153,0.21311946529912534,4.681206881682066e-3,3.984986990371161e-3,4.828395631210714e-3
Unique/3/Variational Solve,0.6961594065201401,0.6942365345727012,0.6994253565268688,4.924590030557502e-3,2.3262794372209262e-3,5.656791346634008e-3
Shared/3/Brute Force,0.29166939709777584,0.2908532137005022,0.29443088690171865,3.5446777318767367e-3,2.1387124829039513e-3,4.492492710187207e-3
Shared/3/And Decomposition,8.992612259397015e-2,8.919991858794524e-2,9.11453349934042e-2,6.135136082393983e-3,3.0382241356899414e-3,7.728675170850333e-3
Shared/3/Variational Solve,0.13749631524159625,0.1294395116838132,0.1383972854844424,7.1572058516154915e-3,6.977310160544966e-3,8.93243745702743e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,4.527737389571791e-3,4.527737389571791e-3,4.527737389571791e-3,1.2004519189958652e-4,1.032769358376169e-4,1.3106183510980861e-4
Unique/1/And Decomposition,4.4800475817218625e-3,4.477644340666374e-3,4.4886600179175696e-3,7.299249348381315e-5,7.09512219238149e-5,7.333151801992289e-5
Unique/1/Variational Solve,4.025605301982789e-3,4.024993334734609e-3,4.027666635330266e-3,5.443835234431325e-5,5.443835234431325e-5,5.443835234431325e-5
Shared/1/Brute Force,4.904833855099061e-2,4.904833855099061e-2,4.904833855099061e-2,5.067856960643436e-4,1.4411135026957055e-4,5.311175249710409e-4
Shared/1/And Decomposition,8.31513486255138e-3,8.31513486255138e-3,8.31513486255138e-3,1.3274859715912843e-4,1.3274859715912843e-4,1.3274859715912843e-4
Shared/1/Variational Solve,9.953118668228234e-3,9.953118668228234e-3,9.953118668228234e-3,1.1003948903629943e-4,1.1003948903629943e-4,1.1003948903629943e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,0.11558704075983625,0.11555223951522822,0.11571443644138182,7.693529202028984e-4,7.693529202028984e-4,7.693529202028984e-4
Unique/1/And Decomposition,1.0021900355069334e-2,9.998862432176367e-3,1.008247853364337e-2,1.467291894168976e-4,1.467291894168976e-4,1.467291894168976e-4
Unique/1/Variational Solve,1.3976359645636914e-2,1.3875351173385444e-2,1.4110581703897602e-2,8.286813195741774e-4,4.949678853015325e-4,9.764401072455858e-4
Shared/1/Brute Force,4.563757918462534e-3,4.560134227366109e-3,4.598497589317945e-3,8.063967217188362e-5,6.310225743965829e-5,1.19270576925149e-4
Shared/1/And Decomposition,4.53762330622762e-3,4.53762330622762e-3,4.53762330622762e-3,5.979594188928971e-5,5.979594188928971e-5,5.979594188928971e-5
Shared/1/Variational Solve,4.193017317170935e-3,4.184825601808029e-3,4.205788605833648e-3,1.1983018909043544e-4,5.916049136058366e-5,1.2336891133560827e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/1/Brute Force,5.509951412540197e-2,5.509951412540197e-2,5.509951412540197e-2,3.8370438394603427e-4,3.8370438394603427e-4,3.8370438394603427e-4
Unique/1/And Decomposition,1.1211067006981091e-2,1.1211067006981091e-2,1.1211067006981091e-2,1.5972733745377504e-4,1.4505329495976868e-4,2.0640479959711227e-4
Unique/1/Variational Solve,1.7420481168531735e-2,1.7420481168531735e-2,1.7420481168531735e-2,3.585222500130526e-4,3.585222500130526e-4,3.585222500130526e-4
Shared/1/Brute Force,4.705892851886306e-2,4.704090028212156e-2,4.719173545201087e-2,9.188408088611527e-4,9.188408088611527e-4,9.188408088611527e-4
Shared/1/And Decomposition,1.3293466352510183e-2,1.3250668973194426e-2,1.329543908540516e-2,2.24344414186366e-4,1.8957371267060928e-4,2.428161935288651e-4
Shared/1/Variational Solve,1.7180552690011664e-2,1.7180552690011664e-2,1.7180552690011664e-2,4.0025971739436557e-4,4.0025971739436557e-4,4.0025971739436557e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,2.8156633899445453e-2,2.8129701153145125e-2,2.8190784468764277e-2,2.121591421884556e-4,2.121591421884556e-4,2.121591421884556e-4
Unique/2/And Decomposition,8.22140970744775e-3,8.22140970744775e-3,8.22140970744775e-3,8.36391133376458e-5,6.011505944673358e-5,8.438270355296053e-5
Unique/2/Variational Solve,8.384730212804722e-3,8.336101478163164e-3,8.452962377230124e-3,2.0178765585247838e-4,2.0178765585247838e-4,2.0178765585247838e-4
Shared/2/Brute Force,0.49512729420493057,0.4944990013008333,0.49718779074019803,4.219594754433378e-3,4.219594754433378e-3,4.219594754433378e-3
Shared/2/And Decomposition,2.3651585174070747e-2,2.3651585174070747e-2,2.3651585174070747e-2,2.0959730956935572e-4,1.8825770607029072e-4,2.208005488110781e-4
Shared/2/Variational Solve,0.10692583338281425,0.10687262728973583,0.10748910679351496,1.0556182334816877e-3,1.0556182334816877e-3,1.0556182334816877e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,2.9954617337851364,2.9954617337851364,2.9954617337851364,2.1124922484185484e-2,2.1124922484185484e-2,2.1124922484185484e-2
Unique/2/And Decomposition,1.8791514913842296e-2,1.8779354467058147e-2,1.8822617107829502e-2,1.6705570201577404e-4,1.0895674845613213e-4,1.9305014076891983e-4
Unique/2/Variational Solve,5.011832697370946e-2,4.9848474525641145e-2,5.0169196096161765e-2,5.390063232268134e-4,5.390063232268134e-4,5.390063232268134e-4
Shared/2/Brute Force,0.10452146609265547,0.10451501096550585,0.10466986765357382,4.1391911105291226e-4,4.1391911105291226e-4,4.1391911105291226e-4
Shared/2/And Decomposition,1.1175541809871263e-2,1.1175541809871263e-2,1.1175541809871263e-2,1.3224222786468445e-4,1.3224222786468445e-4,1.3224222786468445e-4
Shared/2/Variational Solve,2.1908156505900403e-2,2.1864859371703214e-2,2.1944564256529128e-2,4.893678471861847e-4,4.342595240157535e-4,5.448223521673002e-4
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/2/Brute Force,14.03694222456423,14.03694222456423,14.03694222456423,0.22758193299555046,0.22758193299555046,0.22758193299555046
Unique/2/And Decomposition,3.733951578722219e-2,3.7074480098128394e-2,3.762526704920028e-2,1.1785318678634107e-3,1.1565006305821344e-3,1.371119247855427e-3
Unique/2/Variational Solve,0.104648188760093,0.104648188760093,0.104648188760093,1.8344744315617668e-3,8.546030709185889e-4,2.4855766445410783e-3
Shared/2/Brute Force,0.49555916442705583,0.48249856920435247,0.49555916442705583,2.4392553894635634e-2,3.221694373133903e-3,2.4392553894635634e-2
Shared/2/And Decomposition,3.2083256698859024e-2,3.2083256698859024e-2,3.2083256698859024e-2,1.7709705634208937e-3,1.7709705634208937e-3,1.7709705634208937e-3
Shared/2/Variational Solve,0.11923475511289734,0.11923475511289734,0.11923475511289734,7.138691589257678e-3,7.133532399093541e-3,8.433208935110318e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/3/Brute Force,8.514541073285033,8.514541073285033,8.514541073285033,3.26430363004433e-2,6.2414798223963674e-3,3.26430363004433e-2
Unique/3/And Decomposition,3.0599970309647694e-2,3.0599970309647694e-2,3.0599970309647694e-2,9.823261589625226e-4,9.823261589625226e-4,9.823261589625226e-4
Unique/3/Variational Solve,8.123356094458778e-2,8.057958847925607e-2,8.278119522181714e-2,2.7113513954879686e-3,1.738760777724109e-3,2.999806509879038e-3
Shared/3/Brute Force,0.8093369885059101,0.8093369885059101,0.8093369885059101,3.260734373262534e-2,3.260734373262534e-2,3.260734373262534e-2
Shared/3/And Decomposition,2.4174614857280445e-2,2.387162784866119e-2,2.433520661239373e-2,9.395167756453052e-4,9.090848935301495e-4,1.0925278794942257e-3
Shared/3/Variational Solve,6.866085972410456e-2,6.80240805021021e-2,6.936569664498238e-2,1.9916519020027963e-3,1.9916519020027963e-3,1.9916519020027963e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Unique/3/Brute Force,3.0478400883917076,3.01737091988922,3.0478400883917076,6.285339213606246e-2,1.6760531855818814e-2,6.285339213606246e-2
Unique/3/And Decomposition,2.186987865292453e-2,2.186987865292453e-2,2.186987865292453e-2,6.487096146628162e-4,4.3267784441206275e-4,6.747057736294664e-4
Unique/3/Variational Solve,5.262136287097997e-2,5.262136287097997e-2,5.262136287097997e-2,6.167967331706711e-4,6.167967331706711e-4,6.167967331706711e-4
Shared/3/Brute Force,0.7373699891974187,0.7373699891974187,0.7373699891974187,3.643234246275965e-3,3.643234246275965e-3,3.643234246275965e-3
